BatchId,OriginAirportCode,DestinationAirportCode,FlightDate,FlightType,FareType,FinalScore,FareDollarAmount,TaxDollarAmount,FarePointsAmount,TaxPointsAmount,IsDomesticRoute,IsHotDeal,IsPriceDrop,PriceDropFromDollarAmount,LastDayOfFare,DaysOfWeek,IsNewPriceDrop
34691,TPA,SJU,2017-12-20 07:00:00.000,NONSTOP,POINTS,449.40,151.10,28.10,9200.00,5.60,1,0,0,0.00,2018-03-28 14:27:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,SJU,2017-12-20 07:00:00.000,NONSTOP,POINTS,488.73,143.10,28.10,8600.00,5.60,1,0,0,0.00,2018-03-28 14:27:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,SJU,2017-12-20 07:00:00.000,NONSTOP,LOWEST,449.40,151.10,28.10,0.00,0.00,1,0,0,0.00,2018-03-28 14:27:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,SJU,2017-12-20 07:00:00.000,NONSTOP,LOWEST,488.73,143.10,28.10,0.00,0.00,1,0,0,0.00,2018-03-28 14:27:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,JFK,2017-12-24 08:22:00.000,NONSTOP,POINTS,86.21,93.20,19.71,5900.00,5.60,1,1,0,0.00,2017-12-25 06:57:00.000,,0
34691,TPA,JFK,2017-12-24 08:22:00.000,NONSTOP,LOWEST,86.21,93.20,19.71,0.00,0.00,1,1,0,0.00,2017-12-25 06:57:00.000,,0
34691,TPA,JFK,2017-12-06 21:26:00.000,NONSTOP,POINTS,749.45,118.20,21.46,7800.00,5.60,1,0,0,0.00,2018-03-28 15:20:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,JFK,2017-12-06 21:26:00.000,NONSTOP,POINTS,886.68,109.20,20.83,7100.00,5.60,1,0,0,0.00,2018-03-28 15:20:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,JFK,2017-12-06 21:26:00.000,NONSTOP,POINTS,821.41,104.20,20.48,6700.00,5.60,1,0,0,0.00,2018-03-07 22:05:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,JFK,2017-12-06 21:26:00.000,NONSTOP,POINTS,751.45,103.20,20.41,6600.00,5.60,1,0,0,0.00,2018-02-14 07:00:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,JFK,2017-12-06 21:26:00.000,NONSTOP,LOWEST,749.45,118.20,21.46,0.00,0.00,1,0,0,0.00,2018-03-28 15:20:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,JFK,2017-12-06 21:26:00.000,NONSTOP,LOWEST,886.68,109.20,20.83,0.00,0.00,1,0,0,0.00,2018-03-28 15:20:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,JFK,2017-12-06 21:26:00.000,NONSTOP,LOWEST,821.41,104.20,20.48,0.00,0.00,1,0,0,0.00,2018-03-07 22:05:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,JFK,2017-12-06 21:26:00.000,NONSTOP,LOWEST,751.45,103.20,20.41,0.00,0.00,1,0,0,0.00,2018-02-14 07:00:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,HPN,2017-12-24 18:10:00.000,NONSTOP,POINTS,72.57,128.20,22.15,8500.00,5.60,1,0,0,0.00,2017-12-25 18:10:00.000,,0
34691,TPA,HPN,2017-12-24 18:10:00.000,NONSTOP,LOWEST,72.57,128.20,22.15,0.00,0.00,1,0,0,0.00,2017-12-25 18:10:00.000,,0
34691,TPA,HPN,2017-12-07 18:00:00.000,NONSTOP,POINTS,712.80,148.20,23.55,10000.00,5.60,1,0,0,0.00,2018-02-14 18:19:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,HPN,2017-12-07 18:00:00.000,NONSTOP,POINTS,646.76,139.98,22.98,9400.00,5.60,1,0,0,0.00,2018-02-14 18:19:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,HPN,2017-12-07 18:00:00.000,NONSTOP,POINTS,567.04,133.20,22.50,8900.00,5.60,1,0,0,0.00,2018-02-14 18:19:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,HPN,2017-12-07 18:00:00.000,NONSTOP,LOWEST,712.80,148.20,23.55,0.00,0.00,1,0,0,0.00,2018-02-14 18:19:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,HPN,2017-12-07 18:00:00.000,NONSTOP,LOWEST,646.76,139.98,22.98,0.00,0.00,1,0,0,0.00,2018-02-14 18:19:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,HPN,2017-12-07 18:00:00.000,NONSTOP,LOWEST,567.04,133.20,22.50,0.00,0.00,1,0,0,0.00,2018-02-14 18:19:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,HPN,2017-12-06 18:00:00.000,NONSTOP,POINTS,660.76,153.20,23.90,10300.00,5.60,1,0,0,0.00,2018-02-14 18:19:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,HPN,2017-12-06 18:00:00.000,NONSTOP,LOWEST,660.76,153.20,23.90,0.00,0.00,1,0,0,0.00,2018-02-14 18:19:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,EWR,2017-12-24 19:32:00.000,NONSTOP,POINTS,61.41,93.20,19.71,5900.00,5.60,1,0,0,0.00,2017-12-24 19:32:00.000,,0
34691,TPA,EWR,2017-12-24 19:32:00.000,NONSTOP,LOWEST,61.41,93.20,19.71,0.00,0.00,1,0,0,0.00,2017-12-24 19:32:00.000,,0
34691,TPA,EWR,2017-12-13 10:19:00.000,NONSTOP,POINTS,457.01,118.20,21.46,7800.00,5.60,1,0,0,0.00,2018-03-27 09:36:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,EWR,2017-12-13 10:19:00.000,NONSTOP,POINTS,541.80,104.20,20.48,6700.00,5.60,1,0,0,0.00,2018-03-27 09:36:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,EWR,2017-12-13 10:19:00.000,NONSTOP,LOWEST,457.01,118.20,21.46,0.00,0.00,1,0,0,0.00,2018-03-27 09:36:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,EWR,2017-12-13 10:19:00.000,NONSTOP,LOWEST,541.80,104.20,20.48,0.00,0.00,1,0,0,0.00,2018-03-27 09:36:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,EWR,2017-12-06 10:19:00.000,NONSTOP,POINTS,187.44,152.20,23.83,10300.00,5.60,1,0,0,0.00,2018-03-27 09:36:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,EWR,2017-12-06 10:19:00.000,NONSTOP,POINTS,409.05,123.21,21.81,8100.00,5.60,1,0,0,0.00,2018-03-27 09:36:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,EWR,2017-12-06 10:19:00.000,NONSTOP,LOWEST,187.44,152.20,23.83,0.00,0.00,1,0,0,0.00,2018-03-27 09:36:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,EWR,2017-12-06 10:19:00.000,NONSTOP,LOWEST,409.05,123.21,21.81,0.00,0.00,1,0,0,0.00,2018-03-27 09:36:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,POINTS,608.26,114.20,21.18,7500.00,5.60,1,0,0,0.00,2018-02-14 16:04:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,POINTS,668.64,104.20,20.48,6700.00,5.60,1,0,0,0.00,2018-02-14 16:04:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,POINTS,707.28,98.20,20.06,6300.00,5.60,1,0,0,0.00,2018-02-14 16:04:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,POINTS,799.15,81.20,18.87,5000.00,5.60,1,0,0,0.00,2018-02-14 16:04:00.000,"Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,POINTS,777.67,68.20,17.97,4000.00,5.60,1,0,0,0.00,2018-02-14 16:04:00.000,"Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,LOWEST,608.26,114.20,21.18,0.00,0.00,1,0,0,0.00,2018-02-14 16:04:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,LOWEST,668.64,104.20,20.48,0.00,0.00,1,0,0,0.00,2018-02-14 16:04:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,LOWEST,707.28,98.20,20.06,0.00,0.00,1,0,0,0.00,2018-02-14 16:04:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,LOWEST,799.15,81.20,18.87,0.00,0.00,1,0,0,0.00,2018-02-14 16:04:00.000,"Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,DCA,2017-12-06 16:04:00.000,NONSTOP,LOWEST,777.67,68.20,17.97,0.00,0.00,1,0,0,0.00,2018-02-14 16:04:00.000,"Tuesday,Wednesday,Thursday,Saturday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,POINTS,561.72,130.20,22.29,8600.00,5.60,1,0,0,0.00,2018-03-28 14:53:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,POINTS,661.59,118.20,21.46,7800.00,5.60,1,0,0,0.00,2018-03-22 09:58:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,POINTS,648.79,113.20,21.11,7400.00,5.60,1,0,0,0.00,2018-03-08 18:16:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,POINTS,692.05,108.20,20.76,7000.00,5.60,1,0,0,0.00,2018-03-08 18:16:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,POINTS,7.35,98.20,20.06,6300.00,5.60,1,0,0,0.00,2017-12-25 13:06:00.000,,0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,LOWEST,561.72,130.20,22.29,0.00,0.00,1,0,0,0.00,2018-03-28 14:53:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,LOWEST,661.59,118.20,21.46,0.00,0.00,1,0,0,0.00,2018-03-22 09:58:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,LOWEST,648.79,113.20,21.11,0.00,0.00,1,0,0,0.00,2018-03-08 18:16:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,LOWEST,692.05,108.20,20.76,0.00,0.00,1,0,0,0.00,2018-03-08 18:16:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,TPA,BOS,2017-11-29 19:20:00.000,NONSTOP,LOWEST,7.35,98.20,20.06,0.00,0.00,1,0,0,0.00,2017-12-25 13:06:00.000,,0
34691,TPA,BDL,2018-01-05 17:48:00.000,NONSTOP,POINTS,686.63,81.20,18.87,5000.00,5.60,1,0,0,0.00,2018-03-07 17:46:00.000,"Tuesday,Wednesday,Thursday,Friday",0
34691,TPA,BDL,2018-01-05 17:48:00.000,NONSTOP,POINTS,708.90,74.20,18.39,4500.00,5.60,1,1,0,0.00,2018-03-07 17:46:00.000,"Tuesday,Wednesday,Thursday,Friday",0
34691,TPA,BDL,2018-01-05 17:48:00.000,NONSTOP,LOWEST,689.41,98.20,20.06,0.00,0.00,1,0,0,0.00,2018-03-07 17:46:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,BDL,2018-01-05 17:48:00.000,NONSTOP,LOWEST,686.63,81.20,18.87,0.00,0.00,1,0,0,0.00,2018-03-07 17:46:00.000,"Tuesday,Wednesday,Thursday,Friday",0
34691,TPA,BDL,2018-01-05 17:48:00.000,NONSTOP,LOWEST,708.90,74.20,18.39,0.00,0.00,1,1,0,0.00,2018-03-07 17:46:00.000,"Tuesday,Wednesday,Thursday,Friday",0
34691,TPA,BDL,2017-12-24 18:20:00.000,NONSTOP,POINTS,722.40,99.20,20.13,6300.00,5.60,1,0,0,0.00,2018-03-22 17:46:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,BDL,2017-12-24 18:20:00.000,NONSTOP,POINTS,725.70,98.20,20.06,6300.00,5.60,1,0,0,0.00,2018-03-22 17:46:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,BDL,2017-12-24 18:20:00.000,NONSTOP,LOWEST,722.40,99.20,20.13,0.00,0.00,1,0,0,0.00,2018-03-22 17:46:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,BDL,2017-12-16 18:20:00.000,NONSTOP,POINTS,676.51,113.20,21.11,7400.00,5.60,1,0,0,0.00,2018-03-23 17:46:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,TPA,BDL,2017-12-16 18:20:00.000,NONSTOP,LOWEST,676.51,113.20,21.11,0.00,0.00,1,0,0,0.00,2018-03-23 17:46:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0
34691,SYR,MCO,2018-01-16 07:20:00.000,NONSTOP,POINTS,263.70,118.20,21.46,7800.00,5.60,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday",0
34691,SYR,MCO,2018-01-16 07:20:00.000,NONSTOP,LOWEST,263.70,118.20,21.46,0.00,0.00,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday",0
34691,SYR,MCO,2017-12-11 07:37:00.000,NONSTOP,POINTS,789.92,153.20,23.90,10300.00,5.60,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday,Wednesday,Saturday,Sunday",0
34691,SYR,MCO,2017-12-11 07:37:00.000,NONSTOP,POINTS,810.44,138.20,22.85,9200.00,5.60,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday,Wednesday,Sunday",0
34691,SYR,MCO,2017-12-11 07:37:00.000,NONSTOP,POINTS,693.20,128.20,22.15,8500.00,5.60,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday,Wednesday",0
34691,SYR,MCO,2017-12-11 07:37:00.000,NONSTOP,POINTS,698.32,123.21,21.81,8100.00,5.60,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday,Wednesday",0
34691,SYR,MCO,2017-12-11 07:37:00.000,NONSTOP,LOWEST,789.92,153.20,23.90,0.00,0.00,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday,Wednesday,Saturday,Sunday",0
34691,SYR,MCO,2017-12-11 07:37:00.000,NONSTOP,LOWEST,810.44,138.20,22.85,0.00,0.00,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday,Wednesday,Sunday",0
34691,SYR,MCO,2017-12-11 07:37:00.000,NONSTOP,LOWEST,693.20,128.20,22.15,0.00,0.00,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday,Wednesday",0
34691,SYR,MCO,2017-12-11 07:37:00.000,NONSTOP,LOWEST,698.32,123.21,21.81,0.00,0.00,1,1,0,0.00,2018-03-26 07:40:00.000,"Monday,Tuesday,Wednesday",0
34691,SYR,JFK,2017-12-19 18:35:00.000,NONSTOP,POINTS,580.56,53.20,16.92,2900.00,5.60,1,0,0,0.00,2018-02-14 18:35:00.000,"Tuesday,Wednesday,Saturday",0
34691,SYR,JFK,2017-12-19 18:35:00.000,NONSTOP,LOWEST,580.56,53.20,16.92,0.00,0.00,1,0,0,0.00,2018-02-14 18:35:00.000,"Tuesday,Wednesday,Saturday",0
34691,SYR,JFK,2017-12-06 11:05:00.000,NONSTOP,POINTS,680.14,73.20,18.32,4400.00,5.60,1,0,0,0.00,2018-03-27 18:32:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,SYR,JFK,2017-12-06 11:05:00.000,NONSTOP,POINTS,688.50,67.20,17.90,4000.00,5.60,1,0,0,0.00,2018-03-27 18:32:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,SYR,JFK,2017-12-06 11:05:00.000,NONSTOP,POINTS,764.16,63.20,17.62,3700.00,5.60,1,0,0,0.00,2018-03-27 18:32:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,SYR,JFK,2017-12-06 11:05:00.000,NONSTOP,POINTS,718.62,58.20,17.27,3300.00,5.60,1,0,0,0.00,2018-02-14 18:35:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,SYR,JFK,2017-12-06 11:05:00.000,NONSTOP,LOWEST,680.14,73.20,18.32,0.00,0.00,1,0,0,0.00,2018-03-27 18:32:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,SYR,JFK,2017-12-06 11:05:00.000,NONSTOP,LOWEST,688.50,67.20,17.90,0.00,0.00,1,0,0,0.00,2018-03-27 18:32:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,SYR,JFK,2017-12-06 11:05:00.000,NONSTOP,LOWEST,764.16,63.20,17.62,0.00,0.00,1,0,0,0.00,2018-03-27 18:32:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,SYR,JFK,2017-12-06 11:05:00.000,NONSTOP,LOWEST,718.62,58.20,17.27,0.00,0.00,1,0,0,0.00,2018-02-14 18:35:00.000,"Monday,Tuesday,Wednesday,Thursday,Saturday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,POINTS,569.23,142.99,23.19,9600.00,5.60,1,0,0,0.00,2018-03-27 06:30:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,POINTS,737.00,124.98,21.93,8300.00,5.60,1,0,0,0.00,2018-03-27 06:30:00.000,"Monday,Tuesday,Wednesday,Sunday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,POINTS,805.64,112.98,21.09,7400.00,5.60,1,0,0,0.00,2018-03-27 06:30:00.000,"Monday,Tuesday,Wednesday,Sunday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,POINTS,606.40,107.98,20.74,7000.00,5.60,1,0,0,0.00,2018-03-27 06:30:00.000,"Monday,Tuesday,Wednesday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,POINTS,659.04,93.20,19.71,5900.00,5.60,1,0,0,0.00,2018-02-05 08:20:00.000,"Monday,Tuesday,Wednesday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,LOWEST,569.23,142.99,23.19,0.00,0.00,1,0,0,0.00,2018-03-27 06:30:00.000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,LOWEST,737.00,124.98,21.93,0.00,0.00,1,0,0,0.00,2018-03-27 06:30:00.000,"Monday,Tuesday,Wednesday,Sunday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,LOWEST,805.64,112.98,21.09,0.00,0.00,1,0,0,0.00,2018-03-27 06:30:00.000,"Monday,Tuesday,Wednesday,Sunday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,LOWEST,606.40,107.98,20.74,0.00,0.00,1,0,0,0.00,2018-03-27 06:30:00.000,"Monday,Tuesday,Wednesday",0
34691,SYR,FLL,2017-12-11 06:37:00.000,NONSTOP,LOWEST,659.04,93.20,19.71,0.00,0.00,1,0,0,0.00,2018-02-05 08:20:00.000,"Monday,Tuesday,Wednesday",0
